x,y,landmark.number,specimen.number
24.835,40.987,2,211
24.6145,40.35,3,211
24.4225,39.076,4,211
25.91,37.802,5,211
27.3975,39.076,6,211
27.2055,40.35,7,211
26.985,40.987,8,211
26.817,41.624,9,211
26.299999999999997,39.9275,1,212
25.868,39.08375,2,212
25.792499999999997,38.24,3,212
26.211,36.5525,4,212
27.15,34.865,5,212
28.089,36.5525,6,212
28.5075,38.24,7,212
28.432,39.08375,8,212
28,39.9275,9,212
26.945,36.716,1,213
26.7335,36.138000000000005,2,213
26.714000000000002,35.56,3,213
26.93,34.404,4,213
28.12,33.248000000000005,5,213
29.310000000000002,34.404,6,213
29.526,35.56,7,213
29.506500000000003,36.138000000000005,8,213
29.295,36.716,9,213
14.413499999999999,24.5005,1,214
14.286999999999999,24.18025,2,214
14.649,23.86,3,214
14.7465,23.2195,4,214
15.42,22.579,5,214
16.0935,23.2195,6,214
16.191,23.86,7,214
16.553,24.18025,8,214
16.4265,24.5005,9,214
11.341000000000001,20.95,1,215
11.2855,20.52,2,215
11.286000000000001,20.09,3,215
11.38,19.23,4,215
11.88,18.37,5,215
12.38,19.23,6,215
12.474,20.09,7,215
12.4745,20.52,8,215
12.419,20.95,9,215
11.8925,24.244000000000003,1,216
11.937,23.707,2,216
12.0365,23.17,3,216
12.321,22.096,4,216
12.67,21.022000000000002,5,216
13.019,22.096,6,216
13.3035,23.17,7,216
13.403,23.707,8,216
13.4475,24.244000000000003,9,216
14.3225,21.1285,1,217
14.2705,20.854249999999997,2,217
14.2405,20.58,3,217
14.2385,20.031499999999998,4,217
14.99,19.482999999999997,5,217
15.7415,20.031499999999998,6,217
15.7395,20.58,7,217
15.7095,20.854249999999997,8,217
15.6575,21.1285,9,217
12.67,19.313000000000002,1,218
12.684,18.9765,2,218
12.853499999999999,18.64,3,218
13.003499999999999,17.967,4,218
13.53,17.294,5,218
14.0565,17.967,6,218
14.2065,18.64,7,218
14.376,18.9765,8,218
14.389999999999999,19.313000000000002,9,218
21.8015,26.099500000000003,1,219
21.636,25.609750000000002,2,219
21.5745,25.12,3,219
21.9085,24.1405,4,219
22.71,23.161,5,219
23.5115,24.1405,6,219
23.8455,25.12,7,219
23.784000000000002,25.609750000000002,8,219
23.6185,26.099500000000003,9,219
15.351499999999998,34.9255,1,220
15.350499999999998,34.207750000000004,2,220
15.513499999999999,33.49,3,220
15.694499999999998,32.054500000000004,4,220
16.33,30.619000000000003,5,220
16.9655,32.054500000000004,6,220
17.1465,33.49,7,220
17.3095,34.207750000000004,8,220
17.3085,34.9255,9,220
30.692,42.692,1,221
30.391,41.721000000000004,2,221
30.3525,40.75,3,221
30.919,38.808,4,221
31.95,36.866,5,221
32.981,38.808,6,221
33.5475,40.75,7,221
33.509,41.721000000000004,8,221
33.208,42.692,9,221
17.643,32.2415,1,222
17.7125,31.56575,2,222
17.6605,30.89,3,222
17.794,29.5385,4,222
18.59,28.187,5,222
19.386,29.5385,6,222
19.5195,30.89,7,222
19.4675,31.56575,8,222
19.537,32.2415,9,222
26.804000000000002,33.210499999999996,1,223
26.809,32.78525,2,223
26.885,32.36,3,223
27.197,31.5095,4,223
28.3,30.659,5,223
29.403000000000002,31.5095,6,223
29.715,32.36,7,223
29.791,32.78525,8,223
29.796,33.210499999999996,9,223
22.781000000000002,52.18600000000001,1,224
22.8945,51.388000000000005,2,224
23.3035,50.59,3,224
23.872,48.994,4,224
24.53,47.398,5,224
25.188000000000002,48.994,6,224
25.756500000000003,50.59,7,224
26.1655,51.388000000000005,8,224
26.279,52.18600000000001,9,224
25.134,36.4125,1,225
24.8445,35.84625,2,225
24.5955,35.28,3,225
24.799500000000002,34.1475,4,225
25.89,33.015,5,225
26.9805,34.1475,6,225
27.1845,35.28,7,225
26.9355,35.84625,8,225
26.646,36.4125,9,225
32.537,36.1095,1,226
31.9485,35.50975,2,226
31.654,34.91,3,226
31.863500000000002,33.710499999999996,4,226
33.32,32.510999999999996,5,226
34.7765,33.710499999999996,6,226
34.986,34.91,7,226
34.6915,35.50975,8,226
34.103,36.1095,9,226
10.326500000000001,20.32,1,227
10.3285,19.87,2,227
10.1935,19.42,3,227
10.214,18.520000000000003,4,227
10.73,17.62,5,227
11.246,18.520000000000003,6,227
11.2665,19.42,7,227
11.1315,19.87,8,227
11.1335,20.32,9,227
16.213,21.444,1,228
16.2395,21.062,2,228
16.188,20.68,3,228
16.357499999999998,19.916,4,228
17.04,19.152,5,228
17.7225,19.916,6,228
17.892,20.68,7,228
17.8405,21.062,8,228
17.866999999999997,21.444,9,228
12.777,20.9685,1,229
12.911,20.55425,2,229
13.091,20.14,3,229
13.288499999999999,19.311500000000002,4,229
13.78,18.483,5,229
14.2715,19.311500000000002,6,229
14.469,20.14,7,229
14.649,20.55425,8,229
14.783,20.9685,9,229
9.612,17.294,1,230
9.6065,16.907,2,230
9.547500000000001,16.52,3,230
9.6845,15.745999999999999,4,230
10.05,14.972,5,230
10.415500000000002,15.745999999999999,6,230
10.5525,16.52,7,230
10.493500000000001,16.907,8,230
10.488000000000001,17.294,9,230
13.4135,18.561999999999998,1,231
13.364500000000001,18.266,2,231
13.3475,17.97,3,231
13.398000000000001,17.378,4,231
14.05,16.785999999999998,5,231
14.702,17.378,6,231
14.752500000000001,17.97,7,231
14.7355,18.266,8,231
14.6865,18.561999999999998,9,231
25.401500000000002,28.169,1,232
25.3155,27.6845,2,232
24.966,27.2,3,232
25.5515,26.230999999999998,4,232
26.28,25.262,5,232
27.0085,26.230999999999998,6,232
27.594,27.2,7,232
27.244500000000002,27.6845,8,232
27.1585,28.169,9,232
16.01,36.487,1,233
15.962500000000002,35.6535,2,233
15.836500000000001,34.82,3,233
15.709000000000001,33.153,4,233
16.67,31.486,5,233
17.631,33.153,6,233
17.503500000000003,34.82,7,233
17.3775,35.6535,8,233
17.330000000000002,36.487,9,233
16.6155,23.845499999999998,1,234
16.3395,23.61275,2,234
16.568,23.38,3,234
16.721,22.9145,4,234
17.44,22.448999999999998,5,234
18.159000000000002,22.9145,6,234
18.312,23.38,7,234
18.5405,23.61275,8,234
18.2645,23.845499999999998,9,234
16.1355,33.2545,1,235
16.304499999999997,32.652249999999995,2,235
16.358999999999998,32.05,3,235
16.541,30.845499999999998,4,235
17.22,29.641,5,235
17.898999999999997,30.845499999999998,6,235
18.081,32.05,7,235
18.1355,32.652249999999995,8,235
18.304499999999997,33.2545,9,235
30.528499999999998,34.3035,1,236
30.2485,33.81175,2,236
30.285999999999998,33.32,3,236
30.619,32.3365,4,236
31.88,31.353,5,236
33.141,32.3365,6,236
33.474,33.32,7,236
33.5115,33.81175,8,236
33.2315,34.3035,9,236
33.6275,37.328,1,237
32.8035,36.589,2,237
32.7085,35.85,3,237
33.1175,34.372,4,237
34.43,32.894,5,237
35.7425,34.372,6,237
36.1515,35.85,7,237
36.0565,36.589,8,237
35.2325,37.328,9,237
25.628,30.7105,1,238
25.514499999999998,30.245250000000002,2,238
25.4885,29.78,3,238
25.572999999999997,28.849500000000003,4,238
26.83,27.919,5,238
28.087,28.849500000000003,6,238
28.171499999999998,29.78,7,238
28.1455,30.245250000000002,8,238
28.031999999999996,30.7105,9,238
25.289,40.768,1,239
25.164,40.454,2,239
25.631,40.14,3,239
25.9935,39.512,4,239
26.98,38.884,5,239
27.9665,39.512,6,239
28.329,40.14,7,239
28.796,40.454,8,239
28.671,40.768,9,239
19.065,23.581999999999997,1,240
18.94,23.081,2,240
18.677,22.58,3,240
19.041,21.578,4,240
19.66,20.575999999999997,5,240
20.279,21.578,6,240
20.643,22.58,7,240
20.38,23.081,8,240
20.255,23.581999999999997,9,240
19.738999999999997,24.4695,1,241
19.6525,24.094749999999998,2,241
19.551,23.72,3,241
19.386999999999997,22.970499999999998,4,241
20.58,22.221,5,241
21.773,22.970499999999998,6,241
21.608999999999998,23.72,7,241
21.507499999999997,24.094749999999998,8,241
21.421,24.4695,9,241
11.5045,33.365500000000004,1,242
11.5395,32.71275,2,242
11.6565,32.06,3,242
11.873999999999999,30.754500000000004,4,242
12.27,29.449,5,242
12.666,30.754500000000004,6,242
12.8835,32.06,7,242
13.000499999999999,32.71275,8,242
13.035499999999999,33.365500000000004,9,242
15.693000000000001,28.9635,1,243
15.685,28.29675,2,243
15.618000000000002,27.63,3,243
15.834000000000001,26.296499999999998,4,243
16.44,24.962999999999997,5,243
17.046000000000003,26.296499999999998,6,243
17.262,27.63,7,243
17.195,28.29675,8,243
17.187,28.9635,9,243
36.204,60.9675,1,244
35.874500000000005,60.173750000000005,2,244
36.328,59.38,3,244
36.929,57.792500000000004,4,244
38.24,56.205000000000005,5,244
39.551,57.792500000000004,6,244
40.152,59.38,7,244
40.6055,60.173750000000005,8,244
40.276,60.9675,9,244
23.552,43.044000000000004,1,245
23.6205,42.642,2,245
23.712,42.24,3,245
23.7005,41.436,4,245
24.96,40.632000000000005,5,245
26.2195,41.436,6,245
26.208000000000002,42.24,7,245
26.299500000000002,42.642,8,245
26.368000000000002,43.044000000000004,9,245
21.7425,43.629,1,246
21.467499999999998,42.6545,2,246
21.2135,41.68,3,246
21.374,39.731,4,246
22.33,37.782,5,246
23.285999999999998,39.731,6,246
23.446499999999997,41.68,7,246
23.1925,42.6545,8,246
22.917499999999997,43.629,9,246
30.569499999999998,53.2795,1,247
30.357499999999998,52.10475,2,247
30.817999999999998,50.93,3,247
31.4455,48.5805,4,247
32.44,46.231,5,247
33.4345,48.5805,6,247
34.062,50.93,7,247
34.5225,52.10475,8,247
34.3105,53.2795,9,247
27.3825,52.6265,1,248
27.463,51.69825,2,248
27.4455,50.77,3,248
27.1115,48.913500000000006,4,248
28.89,47.057,5,248
30.6685,48.913500000000006,6,248
30.334500000000002,50.77,7,248
30.317,51.69825,8,248
30.3975,52.6265,9,248
27.735,48.568000000000005,1,249
27.5535,47.564,2,249
27.6355,46.56,3,249
28.2105,44.552,4,249
29.09,42.544000000000004,5,249
29.9695,44.552,6,249
30.5445,46.56,7,249
30.6265,47.564,8,249
30.445,48.568000000000005,9,249
44.4535,54.8945,1,250
44.099999999999994,53.672250000000005,2,250
43.205999999999996,52.45,3,250
43.334999999999994,50.005500000000005,4,250
45.48,47.561,5,250
47.625,50.005500000000005,6,250
47.754,52.45,7,250
46.86,53.672250000000005,8,250
46.506499999999996,54.8945,9,250
15.670499999999999,20.475,1,251
15.649499999999998,20.0675,2,251
15.665499999999998,19.66,3,251
15.865499999999999,18.845,4,251
16.49,18.03,5,251
17.1145,18.845,6,251
17.3145,19.66,7,251
17.330499999999997,20.0675,8,251
17.3095,20.475,9,251
14.2985,21.8575,1,252
14.192,21.38875,2,252
13.993500000000001,20.92,3,252
13.7665,19.9825,4,252
14.73,19.045,5,252
15.6935,19.9825,6,252
15.4665,20.92,7,252
15.268,21.38875,8,252
15.1615,21.8575,9,252
22.313000000000002,24.315,1,253
22.1615,23.9075,2,253
22.049500000000002,23.5,3,253
22.2605,22.685,4,253
23.21,21.87,5,253
24.1595,22.685,6,253
24.3705,23.5,7,253
24.2585,23.9075,8,253
24.107,24.315,9,253
11.366999999999999,16.036,1,254
11.3095,15.678,2,254
11.343,15.32,3,254
11.436,14.604000000000001,4,254
11.94,13.888,5,254
12.443999999999999,14.604000000000001,6,254
12.536999999999999,15.32,7,254
12.5705,15.678,8,254
12.513,16.036,9,254
18.8895,34.3615,1,255
18.9255,33.80575,2,255
18.981,33.25,3,255
19.31,32.1385,4,255
19.98,31.027,5,255
20.650000000000002,32.1385,6,255
20.979,33.25,7,255
21.0345,33.80575,8,255
21.0705,34.3615,9,255
20.240000000000002,35.0475,1,256
20.486,34.653749999999995,2,256
20.776500000000002,34.26,3,256
21.025000000000002,33.4725,4,256
21.87,32.684999999999995,5,256
22.715,33.4725,6,256
22.9635,34.26,7,256
23.254,34.653749999999995,8,256
23.5,35.0475,9,256
17.496,24.389,1,257
17.278,23.874499999999998,2,257
17.423,23.36,3,257
17.6865,22.331,4,257
18.34,21.302,5,257
18.9935,22.331,6,257
19.257,23.36,7,257
19.402,23.874499999999998,8,257
19.184,24.389,9,257
28.308500000000002,41.488,1,258
28.236,40.544000000000004,2,258
27.4455,39.6,3,258
27.525000000000002,37.712,4,258
28.89,35.824,5,258
30.255,37.712,6,258
30.334500000000002,39.6,7,258
29.544,40.544000000000004,8,258
29.4715,41.488,9,258
14.7345,17.558999999999997,1,259
14.728,17.2545,2,259
14.7155,16.95,3,259
14.8225,16.341,4,259
15.49,15.732,5,259
16.1575,16.341,6,259
16.2645,16.95,7,259
16.252,17.2545,8,259
16.2455,17.558999999999997,9,259
20.8205,34.6405,1,260
20.698999999999998,33.85025,2,260
20.653,33.06,3,260
21.04,31.4795,4,260
21.74,29.899,5,260
22.439999999999998,31.4795,6,260
22.826999999999998,33.06,7,260
22.781,33.85025,8,260
22.659499999999998,34.6405,9,260
22.686999999999998,41.775,1,261
22.445,40.8725,2,261
22.4295,39.97,3,261
22.3935,38.165,4,261
23.61,36.36,5,261
24.8265,38.165,6,261
24.790499999999998,39.97,7,261
24.775,40.8725,8,261
24.533,41.775,9,261
31.8985,50.920500000000004,1,262
31.838,50.03025,2,262
31.6255,49.14,3,262
31.45,47.3595,4,262
33.29,45.579,5,262
35.129999999999995,47.3595,6,262
34.954499999999996,49.14,7,262
34.742,50.03025,8,262
34.6815,50.920500000000004,9,262
21.924,48.669000000000004,1,263
21.888,47.5045,2,263
21.85,46.34,3,263
22.0885,44.011,4,263
23,41.682,5,263
23.9115,44.011,6,263
24.15,46.34,7,263
24.112,47.5045,8,263
24.076,48.669000000000004,9,263
21.95,33.5675,1,264
22.1575,33.17875,2,264
22.4105,32.79,3,264
22.711,32.012499999999996,4,264
23.59,31.235,5,264
24.469,32.012499999999996,6,264
24.7695,32.79,7,264
25.0225,33.17875,8,264
25.23,33.5675,9,264
21.418499999999998,41.9555,1,265
21.3845,41.237750000000005,2,265
21.584,40.52,3,265
21.918499999999998,39.084500000000006,4,265
22.72,37.649,5,265
23.5215,39.084500000000006,6,265
23.855999999999998,40.52,7,265
24.0555,41.237750000000005,8,265
24.0215,41.9555,9,265
17.3855,19.264499999999998,1,266
17.337000000000003,19.04725,2,266
17.347,18.83,3,266
17.396500000000003,18.3955,4,266
18.26,17.961,5,266
19.1235,18.3955,6,266
19.173000000000002,18.83,7,266
19.183,19.04725,8,266
19.134500000000003,19.264499999999998,9,266
11.3195,18.639499999999998,1,267
11.475999999999999,18.37475,2,267
11.59,18.11,3,267
11.707999999999998,17.5805,4,267
12.2,17.051,5,267
12.692,17.5805,6,267
12.809999999999999,18.11,7,267
12.924,18.37475,8,267
13.080499999999999,18.639499999999998,9,267
17.2015,21.089,1,268
17.185,20.8145,2,268
17.0715,20.54,3,268
17.0105,19.991,4,268
17.97,19.442,5,268
18.929499999999997,19.991,6,268
18.868499999999997,20.54,7,268
18.755,20.8145,8,268
18.7385,21.089,9,268
14.998999999999999,20.7675,1,269
14.857999999999999,20.42875,2,269
14.9055,20.09,3,269
14.853,19.4125,4,269
15.69,18.735,5,269
16.527,19.4125,6,269
16.4745,20.09,7,269
16.522,20.42875,8,269
16.381,20.7675,9,269
10.5075,22.0015,1,270
10.387500000000001,21.57575,2,270
10.1935,21.15,3,270
9.8945,20.298499999999997,4,270
10.73,19.447,5,270
11.5655,20.298499999999997,6,270
11.2665,21.15,7,270
11.0725,21.57575,8,270
10.9525,22.0015,9,270
36.1475,63.6385,1,271
36.1115,62.36925,2,271
36.157000000000004,61.1,3,271
36.636,58.5615,4,271
38.06,56.023,5,271
39.484,58.5615,6,271
39.963,61.1,7,271
40.008500000000005,62.36925,8,271
39.972500000000004,63.6385,9,271
16.058,32.873,1,272
16.285,32.2265,2,272
16.358999999999998,31.58,3,272
16.631999999999998,30.287,4,272
17.22,28.994,5,272
17.808,30.287,6,272
18.081,31.58,7,272
18.154999999999998,32.2265,8,272
18.381999999999998,32.873,9,272
22.405,28.768,1,273
22.124000000000002,28.224,2,273
22.097,27.68,3,273
22.436,26.592,4,273
23.26,25.503999999999998,5,273
24.084000000000003,26.592,6,273
24.423000000000002,27.68,7,273
24.396,28.224,8,273
24.115000000000002,28.768,9,273
32.241,41.808,1,274
31.083999999999996,40.983999999999995,2,274
31.122,40.16,3,274
31.350499999999997,38.51199999999999,4,274
32.76,36.864,5,274
34.1695,38.51199999999999,6,274
34.397999999999996,40.16,7,274
34.436,40.983999999999995,8,274
33.278999999999996,41.808,9,274
20.899,27.195,1,275
20.771,26.8075,2,275
20.691000000000003,26.42,3,275
20.554000000000002,25.645000000000003,4,275
21.78,24.87,5,275
23.006,25.645000000000003,6,275
22.869,26.42,7,275
22.789,26.8075,8,275
22.661,27.195,9,275
16.692,22.4775,1,276
16.5605,21.983749999999997,2,276
16.520500000000002,21.49,3,276
16.553,20.502499999999998,4,276
17.39,19.514999999999997,5,276
18.227,20.502499999999998,6,276
18.2595,21.49,7,276
18.2195,21.983749999999997,8,276
18.088,22.4775,9,276
11.091000000000001,28.1655,1,277
11.1575,27.67275,2,277
11.3905,27.18,3,277
11.576,26.194499999999998,4,277
11.99,25.209,5,277
12.404,26.194499999999998,6,277
12.589500000000001,27.18,7,277
12.8225,27.67275,8,277
12.889,28.1655,9,277
22.029,34.4045,1,278
21.8125,33.637249999999995,2,278
21.85,32.87,3,278
22.3415,31.335499999999996,4,278
23,29.801,5,278
23.6585,31.335499999999996,6,278
24.15,32.87,7,278
24.1875,33.637249999999995,8,278
23.971,34.4045,9,278
32.097,52.3075,1,279
31.891499999999997,51.51375,2,279
31.967499999999998,50.72,3,279
32.32,49.1325,4,279
33.65,47.545,5,279
34.98,49.1325,6,279
35.332499999999996,50.72,7,279
35.4085,51.51375,8,279
35.202999999999996,52.3075,9,279
15.422,19.4135,1,280
15.182,19.05675,2,280
15.1715,18.7,3,280
15.383000000000001,17.9865,4,280
15.97,17.273,5,280
16.557000000000002,17.9865,6,280
16.7685,18.7,7,280
16.758,19.05675,8,280
16.518,19.4135,9,280
9.8765,16.0575,1,281
9.8705,15.76375,2,281
9.9845,15.47,3,281
10.131,14.8825,4,281
10.51,14.295,5,281
10.889,14.8825,6,281
11.035499999999999,15.47,7,281
11.1495,15.76375,8,281
11.1435,16.0575,9,281
22.877499999999998,55.6965,1,282
23.3025,54.603249999999996,2,282
23.160999999999998,53.51,3,282
22.8405,51.323499999999996,4,282
24.38,49.137,5,282
25.9195,51.323499999999996,6,282
25.599,53.51,7,282
25.4575,54.603249999999996,8,282
25.8825,55.6965,9,282
23.411,26.1495,1,283
23.148500000000002,25.79975,2,283
22.9995,25.45,3,283
23.251,24.7505,4,283
24.21,24.051,5,283
25.169,24.7505,6,283
25.4205,25.45,7,283
25.2715,25.79975,8,283
25.009,26.1495,9,283
18.0015,38.8465,1,284
18.1615,38.008250000000004,2,284
17.879,37.17,3,284
18.1205,35.493500000000004,4,284
18.82,33.817,5,284
19.5195,35.493500000000004,6,284
19.761,37.17,7,284
19.4785,38.008250000000004,8,284
19.6385,38.8465,9,284
17.160999999999998,30.176000000000002,1,285
16.884,29.533,2,285
16.682,28.89,3,285
16.883,27.604,4,285
17.56,26.318,5,285
18.237,27.604,6,285
18.438,28.89,7,285
18.235999999999997,29.533,8,285
17.959,30.176000000000002,9,285
17.188,19.676000000000002,1,286
17.0885,19.248,2,286
16.938499999999998,18.82,3,286
17.226499999999998,17.964,4,286
17.83,17.108,5,286
18.4335,17.964,6,286
18.7215,18.82,7,286
18.571499999999997,19.248,8,286
18.471999999999998,19.676000000000002,9,286
12.308,33.687,1,287
12.388000000000002,33.0435,2,287
12.473500000000001,32.4,3,287
12.149500000000002,31.113,4,287
13.13,29.826,5,287
14.1105,31.113,6,287
13.7865,32.4,7,287
13.872,33.0435,8,287
13.952000000000002,33.687,9,287
14.511,24.938,1,288
14.519499999999999,24.589,2,288
14.516,24.24,3,288
14.808499999999999,23.541999999999998,4,288
15.28,22.843999999999998,5,288
15.7515,23.541999999999998,6,288
16.044,24.24,7,288
16.040499999999998,24.589,8,288
16.049,24.938,9,288
12.149500000000002,26.5885,1,289
12.0545,25.989250000000002,2,289
11.9985,25.39,3,289
12.021500000000001,24.1915,4,289
12.63,22.993000000000002,5,289
13.2385,24.1915,6,289
13.261500000000002,25.39,7,289
13.2055,25.989250000000002,8,289
13.1105,26.5885,9,289
42.3035,51.6365,1,290
41.8215,50.70825,2,290
41.439,49.78,3,290
41.3215,47.923500000000004,4,290
43.62,46.067,5,290
45.918499999999995,47.923500000000004,6,290
45.800999999999995,49.78,7,290
45.418499999999995,50.70825,8,290
44.936499999999995,51.6365,9,290
34.4935,46.0755,1,291
34.3965,45.41275,2,291
34.333,44.75,3,291
34.0155,43.4245,4,291
36.14,42.099,5,291
38.2645,43.4245,6,291
37.947,44.75,7,291
37.8835,45.41275,8,291
37.786500000000004,46.0755,9,291
35.3475,49.491,1,292
35.5365,48.795500000000004,2,292
35.5965,48.1,3,292
35.936,46.709,4,292
37.47,45.318,5,292
39.004,46.709,6,292
39.3435,48.1,7,292
39.4035,48.795500000000004,8,292
39.5925,49.491,9,292
35.1965,44.2645,1,293
34.827,43.72225,2,293
35.0265,43.18,3,293
35.44,42.0955,4,293
36.87,41.011,5,293
38.3,42.0955,6,293
38.713499999999996,43.18,7,293
38.913,43.72225,8,293
38.543499999999995,44.2645,9,293
21.5725,35.403,1,294
21.7905,34.8115,2,294
21.964000000000002,34.22,3,294
21.898,33.037,4,294
23.12,31.854,5,294
24.342000000000002,33.037,6,294
24.276,34.22,7,294
24.4495,34.8115,8,294
24.6675,35.403,9,294
26.8585,58.198,1,295
26.866500000000002,57.174,2,295
26.9705,56.15,3,295
27.2945,54.102,4,295
28.39,52.054,5,295
29.485500000000002,54.102,6,295
29.8095,56.15,7,295
29.9135,57.174,8,295
29.9215,58.198,9,295
37.3535,42.901,1,296
37.14,42.4655,2,296
36.879,42.03,3,296
36.727000000000004,41.159,4,296
38.82,40.288000000000004,5,296
40.913,41.159,6,296
40.761,42.03,7,296
40.5,42.4655,8,296
40.286500000000004,42.901,9,296
32.877,37.937,1,297
32.875,37.528499999999994,2,297
32.813,37.12,3,297
32.9035,36.303,4,297
34.54,35.486,5,297
36.1765,36.303,6,297
36.266999999999996,37.12,7,297
36.205,37.528499999999994,8,297
36.202999999999996,37.937,9,297
25.933500000000002,48.007,1,298
26.452,47.278499999999994,2,298
26.847,46.55,3,298
27.448,45.092999999999996,4,298
28.26,43.635999999999996,5,298
29.072000000000003,45.092999999999996,6,298
29.673000000000002,46.55,7,298
30.068,47.278499999999994,8,298
30.5865,48.007,9,298
20.974500000000003,32.5735,1,299
21.139000000000003,32.14175,2,299
21.318,31.71,3,299
21.773,30.846500000000002,4,299
22.44,29.983,5,299
23.107000000000003,30.846500000000002,6,299
23.562,31.71,7,299
23.741,32.14175,8,299
23.9055,32.5735,9,299
11.189,21.4935,1,300
11.049999999999999,21.03175,2,300
11.029499999999999,20.57,3,300
11.054499999999999,19.6465,4,300
11.61,18.723,5,300
12.1655,19.6465,6,300
12.1905,20.57,7,300
12.17,21.03175,8,300
12.030999999999999,21.4935,9,300
30.7075,33.419000000000004,1,301
30.771,32.8845,2,301
30.276500000000002,32.35,3,301
30.319000000000003,31.281000000000002,4,301
31.87,30.212000000000003,5,301
33.421,31.281000000000002,6,301
33.4635,32.35,7,301
32.969,32.8845,8,301
33.0325,33.419000000000004,9,301
18.541999999999998,21.9835,1,302
18.439,21.58175,2,302
18.3635,21.18,3,302
18.572499999999998,20.3765,4,302
19.33,19.573,5,302
20.0875,20.3765,6,302
20.296499999999998,21.18,7,302
20.220999999999997,21.58175,8,302
20.118,21.9835,9,302
15.9205,45.1685,1,303
15.834000000000001,44.11925,2,303
15.855500000000001,43.07,3,303
15.758000000000001,40.9715,4,303
16.69,38.873,5,303
17.622,40.9715,6,303
17.5245,43.07,7,303
17.546000000000003,44.11925,8,303
17.459500000000002,45.1685,9,303
17.12,37.7005,1,304
17.078000000000003,36.92025,2,304
17.024,36.14,3,304
17.047,34.5795,4,304
17.92,33.019,5,304
18.793000000000003,34.5795,6,304
18.816000000000003,36.14,7,304
18.762,36.92025,8,304
18.720000000000002,37.7005,9,304
22.0055,26.419,1,305
21.9665,25.9145,2,305
22.0305,25.41,3,305
22.321,24.401,4,305
23.19,23.392,5,305
24.059,24.401,6,305
24.349500000000003,25.41,7,305
24.413500000000003,25.9145,8,305
24.3745,26.419,9,305
15.091,25.826999999999998,1,306
15.015,25.3635,2,306
14.895999999999999,24.9,3,306
14.843,23.973,4,306
15.68,23.046,5,306
16.517,23.973,6,306
16.464,24.9,7,306
16.345,25.3635,8,306
16.269,25.826999999999998,9,306
24.8945,43.384,1,307
25.386,42.847,2,307
25.669,42.31,3,307
25.838,41.236000000000004,4,307
27.02,40.162,5,307
28.201999999999998,41.236000000000004,6,307
28.371,42.31,7,307
28.654,42.847,8,307
29.1455,43.384,9,307
29.462500000000002,37.854499999999994,1,308
29.561500000000002,37.292249999999996,2,308
29.564,36.73,3,308
29.8225,35.6055,4,308
31.12,34.480999999999995,5,308
32.417500000000004,35.6055,6,308
32.676,36.73,7,308
32.6785,37.292249999999996,8,308
32.7775,37.854499999999994,9,308
18.072,27.851,1,309
17.840999999999998,27.3255,2,309
17.784,26.8,3,309
17.753999999999998,25.749000000000002,4,309
18.72,24.698,5,309
19.686,25.749000000000002,6,309
19.656,26.8,7,309
19.599,27.3255,8,309
19.368,27.851,9,309
11.731,20.110500000000002,1,310
11.823500000000001,19.68525,2,310
11.9415,19.26,3,310
11.992,18.4095,4,310
12.57,17.559,5,310
13.148,18.4095,6,310
13.198500000000001,19.26,7,310
13.3165,19.68525,8,310
13.409,20.110500000000002,9,310
16.0255,39.17,1,311
15.731,38.275000000000006,2,311
15.589500000000001,37.38,3,311
15.8825,35.59,4,311
16.41,33.800000000000004,5,311
16.9375,35.59,6,311
17.2305,37.38,7,311
17.089,38.275000000000006,8,311
16.7945,39.17,9,311
29.915,33.7395,1,312
29.441,32.964749999999995,2,312
29.279,32.19,3,312
29.4685,30.6405,4,312
30.82,29.090999999999998,5,312
32.1715,30.6405,6,312
32.361,32.19,7,312
32.199,32.964749999999995,8,312
31.725,33.7395,9,312
10.773,34.637,1,313
10.919500000000001,33.828500000000005,2,313
11.0675,33.02,3,313
11.228,31.403000000000002,4,313
11.65,29.786,5,313
12.072000000000001,31.403000000000002,6,313
12.2325,33.02,7,313
12.3805,33.828500000000005,8,313
12.527000000000001,34.637,9,313
26.159,49.856500000000004,1,314
25.865,48.77825,2,314
25.7735,47.7,3,314
26.2075,45.5435,4,314
27.13,43.387,5,314
28.0525,45.5435,6,314
28.4865,47.7,7,314
28.395,48.77825,8,314
28.101,49.856500000000004,9,314
37.6545,76.092,1,315
36.9045,74.37599999999999,2,315
36.879,72.66,3,315
36.726,69.228,4,315
38.82,65.79599999999999,5,315
40.914,69.228,6,315
40.761,72.66,7,315
40.7355,74.37599999999999,8,315
39.9855,76.092,9,315
32.853500000000004,40.231,1,316
32.4465,39.5405,2,316
32.661,38.85,3,316
33.072500000000005,37.469,4,316
34.38,36.088,5,316
35.6875,37.469,6,316
36.099000000000004,38.85,7,316
36.313500000000005,39.5405,8,316
35.9065,40.231,9,316
40.4545,51.461,1,317
39.557500000000005,50.3805,2,317
39.1115,49.3,3,317
39.667,47.138999999999996,4,317
41.17,44.977999999999994,5,317
42.673,47.138999999999996,6,317
43.228500000000004,49.3,7,317
42.7825,50.3805,8,317
41.8855,51.461,9,317
18.9895,34.859,1,318
18.989,34.1295,2,318
19.0665,33.4,3,318
19.315,31.941,4,318
20.07,30.482,5,318
20.825,31.941,6,318
21.0735,33.4,7,318
21.151,34.1295,8,318
21.1505,34.859,9,318
33.8955,52.3555,1,319
34.144,51.55275,2,319
34.238,50.75,3,319
