name,date,total_number,daily_number,number_from_unit,Square,Context,Unit,raw_material,mass,flake_type,completeness,percussion_length,max_dimension,platform_width,width_at_0.25_length,width_at_0.50_length,width_at_0.75_length,platform_thickness,thickness_at_0.25_length,thickness_at_0.50_length,thickness_at_0.75_length,thickness_at_0.25_width,thickness_at_0.75_width,platform_type,dorsal_cortex_perc,dorsal_cortex_dist,cortex_texture,heat_treatment,initiation,termination,platform_preparation,dorsal_scar_surface_count,dorsal_scar_initiation_count,dorsal_scar_directions,comment
...2,42485,1,1,1,B1,1,1,rq,10.7,p,c,27.43,42.7,20.18,30.16,37.68,30.53,9.25,9.18,8.63,7.31,5.34,4.41,co,0,n,n,n,h,f,n,6,2,NA,NA
...3,42485,2,2,2,B1,1,1,rq,8,p,t,25.86,31.68,20.17,27.26,29.93,20.76,6.04,6.44,8.05,5.31,6.33,7.2,co,0,n,n,n,h,s,n,3,2,NA,NA
...4,42485,3,3,3,B1,1,1,rq,4.8,p,c,26.06,29.64,10.65,18.54,25.51,20.91,3.98,6.14,6.59,3.91,4.77,3.88,co,0,n,n,n,h,f,n,4,1,NA,NA
...5,42485,4,4,4,B1,1,1,rq,4.5,p,t,11.96,33.58,30.03,30.55,20.54,16.04,7.31,6.1,4.94,3.52,4.68,3.46,co,0,n,n,n,b,s,n,2,2,NA,NA
...6,42485,5,5,5,B1,1,1,rq,8.3,p,c,31.37,34.45,16.49,22.33,24.51,17.99,9.05,7.42,6.24,5.47,4.41,6.48,co,0,cl,s,n,h,f,n,1,0,NA,NA
...7,42485,6,6,6,B1,1,1,rq,2,p,ll,17.61,21.64,16.58,13.61,12.04,9.63,6.49,5.23,4.82,3.02,2.13,NA,co,0,n,n,n,h,f,n,1,0,NA,NA
...8,42485,7,7,7,B1,1,1,rq,2.4,p,ll,17.95,25.59,16.69,16.94,15.48,11.63,6.31,5.83,5.02,3.27,2.56,NA,co,0,n,n,n,h,f,n,1,0,NA,NA
...9,42485,8,8,8,B1,1,1,rq,1.4,p,ll,20.08,25.27,10.56,10.41,10.62,16.03,6.2,4.36,2.59,2.94,1.11,NA,co,0,n,n,n,n,f,n,2,0,NA,NA
...10,42485,9,9,9,B1,1,1,rq,1.4,p,ll,17.8,19.48,10.46,10.68,12.4,12.89,5.14,4.23,3.48,1.6,2.01,NA,si,0,n,n,n,h,f,n,3,1,p1,NA
...11,42485,10,10,10,B1,1,1,rq,1.9,p,c,15.42,22.8,20.83,15.5,13.29,9.44,6.41,6.61,5.01,2.49,5.01,3.68,co,0,n,n,n,h,f,n,2,1,p1,NA
...12,42485,11,11,11,B1,1,1,rq,4,p,ll,27.04,29.59,20.42,18.97,14.74,10.6,6.71,7.69,6.85,4.68,3.13,NA,co,0,n,n,n,h,f,n,1,1,p1,NA
...13,42485,12,12,12,B1,1,1,rq,13.7,p,t,42.53,47.97,23.38,23.37,19.97,15.84,10.51,10.39,9.79,6.28,3.51,NA,co,0,n,n,n,h,s,n,1,1,p1,NA
...14,42485,13,13,13,B1,1,1,rq,2.3,p,c,13,24.45,24.89,22.35,22.2,15.6,8.48,6.74,4.83,2.24,2.9699999999999998,2.25,co,0,n,n,n,h,f,n,0,0,n,NA
...15,42485,14,14,14,B1,1,1,rq,3.3,p,ll,18.12,24.63,17.31,17.29,16.65,13.34,6.97,6.4,5.14,5.09,3.98,5.79,co,0,n,n,n,h,f,n,1,0,n,NA
...16,42485,15,15,15,B1,1,1,rq,1.1,p,c,11.67,20.32,13.26,15.45,19.53,13.1,4.92,4.67,3.59,2.54,2.68,1.61,co,0,n,n,n,h,f,n,2,0,n,NA
...17,42485,16,16,16,B1,1,1,rq,0.4,p,ll,12.08,13.79,7.9,8.23,9.18,6.79,2.71,3.26,3.18,1.72,1.72,NA,co,0,n,n,n,h,f,n,1,1,p1,NA
...18,42485,17,17,17,B1,1,1,rq,0.4,p,c,9.45,12.68,9.72,11.16,11.78,8.19,3.75,3.07,2.72,1.82,1.93,2.09,co,0,n,n,n,b,f,n,1,0,n,NA
...19,42485,18,18,18,B1,1,1,rq,2,p,c,12.72,25.69,22.41,22.56,15.97,9.22,7.38,5.12,3.41,1.51,2.69,1.82,co,0,n,n,n,b,f,n,3,1,p3,NA
...20,42485,19,19,19,B1,1,1,rq,0.8,p,lr,22.49,23.32,5.48,7.28,11.34,6.54,2.85,2.43,2.76,1.98,NA,1.83,co,0,n,n,n,h,f,n,3,1,p1,NA
...21,42485,20,20,20,B1,1,1,rq,2,p,tl,12.42,18.54,14,14.1,15.4,9.93,8.04,7.27,4.54,4.5,3.52,NA,co,0,n,n,n,b,s,n,2,0,n,NA
...22,42485,21,21,21,B1,1,1,rq,1.2,p,t,9.03,19.22,17.39,17.14,14.53,10.97,5.96,4.96,4.07,2.67,2.63,2.23,co,0,n,n,n,h,s,n,1,1,p1,NA
...23,42485,22,22,22,B1,1,1,rq,1.2,p,ll,20.5,21.06,7.28,11.64,12.35,8.07,4.82,5.07,3.23,1.91,2.3,NA,co,0,n,n,n,h,f,n,2,1,p1,NA
...24,42485,23,23,23,B1,1,1,rq,0.1,p,c,7.25,13.68,7.71,10.27,11.79,12.95,2.27,2.81,2.31,1.29,1,2.27,co,0,n,n,n,h,f,n,2,1,p1,NA
...25,42485,24,24,24,B1,1,1,rq,0.6,p,c,11.73,13.53,9.66,10.65,9.43,7.32,4.32,4.61,3.71,1.92,2.52,1.58,co,0,n,n,n,b,f,n,2,0,n,NA
...26,42485,25,25,25,B1,1,1,rq,0.6,p,lr,10.11,15.01,9.95,11.49,10.93,10.92,6.11,3.12,2.7,1.52,NA,1.1299999999999997,co,0,n,n,n,b,f,n,1,0,n,NA
...27,42485,26,26,26,B1,1,1,rq,0.3,p,c,9.86,15.7,6.73,11.44,7.94,6.13,1.99,1.64,1.7,0.98,1.1599999999999997,1,co,0,n,n,n,b,f,n,1,1,p1,NA
...28,42485,27,27,27,B1,1,1,rq,0.4,p,c,14.1,16.45,10.68,11.88,10.1,6.82,1.52,1.69,1.54,2.01,1.82,1.42,co,0,n,n,n,b,f,n,2,0,p1,NA
...29,42485,28,28,28,B1,1,1,bq,5.8,p,c,19.26,33.82,27.53,8.82,6.66,4.1,8.43,7.72,5.54,3.72,3.24,4.08,co,0,n,n,n,h,f,n,3,3,p3,NA
...30,42485,29,29,29,B1,1,1,bq,2.3,p,c,15.74,22.52,16.01,20.75,19.4,14,7.98,6.18,4.62,3.08,3.53,1.6700000000000002,co,0,n,n,n,h,f,n,4,3,p3,NA
...31,42485,30,30,30,B1,1,1,bq,1.1,p,c,16.36,19.92,14.68,15.1,13.28,9.51,3.22,3.53,3.35,2.23,2.29,2.07,co,0,n,n,n,h,f,n,1,1,p1,NA
...32,42485,31,31,31,B1,1,1,bq,1.2,p,t,9.25,19.57,16.56,18.34,17.88,15.69,4.81,5.21,4.56,3.39,2.3699999999999997,1.79,co,0,n,n,n,h,f,n,3,2,p1,NA
...33,42485,32,32,32,B1,1,1,bq,5,p,ll,27.58,31.09,21.62,20.71,17.7,13.7,6.46,9.68,6.05,1.95,3.75,NA,co,0,n,n,n,h,f,n,3,0,n,NA
...34,42485,33,33,33,B1,1,1,bq,1,p,ll,16.85,20.51,7.37,10.1,12.46,13.39,7.29,11.36,13.21,10.48,2.3299999999999996,NA,co,0,n,n,n,h,f,n,2,1,p1,NA
...35,42485,34,34,34,B1,1,1,bq,7.5,p,c,31.41,33.12,21.04,26.26,20.12,11.7,7.16,9.81,8.84,4.13,4.1899999999999995,6.23,co,0,n,n,n,h,f,o,2,2,p2,NA
...36,42485,35,35,35,B1,1,1,bq,7.7,p,ll,29.76,32.79,19.81,20.12,19.87,15.28,13.09,11.51,8,4.91,3.4899999999999998,NA,co,50,cr,s,n,h,f,n,1,0,n,NA
...37,42485,36,36,36,B1,1,1,bq,3.6,p,ll,24.79,27.71,15.94,16.55,17.61,12.79,8.49,6.22,5.65,2.73,2.72,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...38,42485,37,37,37,B1,1,1,bq,1.1,p,c,9.69,24.52,21.58,18.42,17.55,12.71,1.95,3.15,2.69,2.5,2.9899999999999998,1.2,co,0,n,n,n,h,f,n,2,1,p1,NA
...39,42485,38,38,38,B1,1,1,bq,1.2,p,lr,12.27,19.23,18.05,14.38,12.54,8.98,4.94,4.82,4.09,2.68,NA,2,co,0,n,n,n,h,f,n,1,0,n,NA
...40,42486,39,1,1,B1,1,2,rq,11.1,p,c,32.94,37.31,27.67,31.1,27.75,19.53,9.95,9.35,9.25,8.23,2.92,4.55,co,0,n,n,n,h,f,n,2,1,p1,NA
...41,42486,40,2,2,B1,1,2,rq,6.5,p,c,22.2,34.03,33.55,31.55,29.46,16.19,7.37,6.77,6.07,3.73,4.109999999999999,3.68,co,0,n,n,n,h,f,n,3,1,p1m1,NA
...42,42486,41,3,3,B1,1,2,rq,7.9,p,lr,23.8,36.83,20.44,21.94,26.04,30.86,8.53,8.61,8.62,4.85,NA,3.38,co,0,n,n,n,b,f,n,3,1,po1,NA
...43,42486,42,4,4,B1,1,2,rq,1.8,p,c,22.12,28.49,18.7,15.43,12.82,7.89,4.32,4.01,3.33,2.24,2.61,2.69,si,0,n,n,n,h,f,n,2,1,p1,NA
...44,42486,43,5,5,B1,1,2,rq,6.7,p,c,24.17,36.83,20.64,23.98,25.67,33.1,9.27,8.53,7.33,4.48,3.73,4.24,co,60,cl,s,n,h,f,n,1,1,p1,NA
...45,42486,44,6,6,B1,1,2,rq,2.5,p,c,16.12,32.59,12.01,18.61,28.03,20.77,2.24,4.96,6.04,3.29,2.3899999999999997,3.68,co,0,n,n,n,h,f,n,2,0,m2,NA
...46,42486,45,7,7,B1,1,2,rq,2.7,p,t,10.69,22.07,20.8,21.15,21.64,21.77,7.4,7.55,7.48,5.46,1.99,2.69,co,0,n,n,n,h,s,n,1,0,n,NA
...47,42486,46,8,8,B1,1,2,rq,4.2,p,c,17.2,30.15,14.64,24.87,29.52,23.17,3.75,6.14,6.62,6.51,2.7600000000000002,2.8,co,0,n,n,n,h,f,o,4,2,p2,NA
...48,42486,47,9,9,B1,1,2,rq,3.3,p,c,14.56,26.07,18.95,25.21,25.78,22.08,6.86,6.73,5.61,3.67,3.4299999999999997,2.4699999999999998,co,0,n,n,n,h,f,n,1,0,n,NA
...49,42486,48,10,10,B1,1,2,rq,5.2,p,t,17.54,33.33,23.69,23.19,21.51,12.43,8.55,6,5.87,4.95,3.18,4.54,co,0,n,n,n,h,s,n,1,0,n,NA
...50,42486,49,11,11,B1,1,2,rq,4,p,c,27.41,30.95,15.83,16.37,17.38,19.34,6.68,5.98,4.49,3.51,3.94,4.57,co,0,cl,s,n,b,f,n,1,0,n,NA
...51,42486,50,12,12,B1,1,2,rq,3.3,p,c,18.26,34.38,21.74,16.62,13.49,10.87,6.86,6.14,5.17,3.86,3.65,3.84,co,0,n,n,n,h,f,n,2,1,m1,NA
...52,42486,51,13,13,B1,1,2,rq,3.9,p,c,22.76,26.22,18.48,17.42,16.39,15.8,8.88,8.06,7.18,6.38,2.9,4.88,co,0,n,n,n,h,f,n,2,0,n,NA
...53,42486,52,14,14,B1,1,2,rq,2.3,p,c,17.23,23.64,18.01,21.55,18.06,13.71,5.49,5.03,4.14,2.64,2.48,3.9,co,0,n,n,n,h,f,n,2,1,p2,NA
...54,42486,53,15,15,B1,1,2,rq,1.9,p,tl,17.06,23.48,11.07,19.77,16.87,13.48,5.58,4.4,3.63,2.54,2.11,3.74,co,0,n,n,n,h,s,n,1,0,n,NA
...55,42486,54,16,16,B1,1,2,rq,2.6,p,ll,26.33,26.9,9.01,12.76,14.47,10.13,4.28,5.59,4.42,3.18,3.84,NA,co,60,cr,s,n,h,f,n,1,1,p1,NA
...56,42486,55,17,17,B1,1,2,rq,1.6,p,ll,16.55,20.24,13.89,14.97,13.87,9.58,5.22,5.93,3.88,2.37,2.24,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...57,42486,56,18,18,B1,1,2,rq,1.9,p,lr,12.84,22.76,22.76,15.43,12.72,7.89,9.19,6.38,4.21,1.6,NA,2,co,0,n,n,n,h,f,n,1,0,n,NA
...58,42486,57,19,19,B1,1,2,rq,1.2,p,lr,17.33,18.91,12.28,10.34,9.24,9.05,6.39,5.19,3.1,1.81,NA,2.3499999999999996,co,0,n,n,n,h,f,n,1,0,n,NA
...59,42486,58,20,20,B1,1,2,rq,0.9,p,c,13.26,19.64,19.64,13.93,11.71,8.37,5.37,4.2,3.04,1.4,2.29,2.22,co,0,n,n,n,h,f,n,1,1,p1,NA
...60,42486,59,21,21,B1,1,2,rq,0.8,p,lr,12.26,17.68,14.65,3.11,3.44,2.83,1.89,3.24,3.46,2.64,NA,1.76,co,0,n,n,n,h,f,n,2,0,n,NA
...61,42486,60,22,22,B1,1,2,rq,0.8,p,ll,12.38,14.85,5.42,10.18,12.78,8.31,3.89,3.87,3.62,2.73,NA,1.57,co,0,n,n,n,h,f,n,1,0,n,NA
...62,42486,61,23,23,B1,1,2,rq,0.4,p,c,7.11,15.76,15.05,13.22,7.21,4.72,3.88,3.77,2.61,1.93,2.12,1.91,co,0,n,n,n,b,f,n,1,0,n,NA
...63,42486,62,24,24,B1,1,2,rq,0.3,p,c,7.52,18.16,14.54,13.94,11.36,8.49,2.58,2.28,1.67,1.46,1.45,1.6900000000000002,co,0,n,n,n,h,f,n,1,0,n,NA
...64,42486,63,25,25,B1,1,2,rq,0.7,p,c,12.98,14.95,10.91,10.2,9.93,7.6,6,4.54,4.23,2.6,1.81,2.11,co,0,n,n,n,h,f,n,2,2,p2,NA
...65,42486,64,26,26,B1,1,2,rq,0.8,p,ll,15.07,17.98,9.68,11.66,14.24,9.53,4.92,3.18,3.43,2.34,1.46,NA,si,0,n,n,n,h,f,n,1,0,n,NA
...66,42486,65,27,27,B1,1,2,rq,1.5,p,ll,11.96,19.72,12.99,12.9,13.32,13.31,2.76,4.52,4.36,3.81,5.430000000000001,NA,co,0,n,n,n,h,f,n,2,1,p1,NA
...67,42486,66,28,28,B1,1,2,rq,1.6,p,c,20.51,22.4,13.77,14.03,12.02,8.28,4.84,5.06,5.22,3.06,3.77,2.22,co,0,n,n,n,h,f,n,2,0,n,NA
...68,42486,67,29,29,B1,1,2,rq,2.7,p,ll,25.69,27.17,19.21,16,11.26,8.87,7.25,5.77,3.72,1.54,4.07,NA,co,0,n,n,n,h,f,n,3,0,n,NA
...69,42486,68,30,30,B1,1,2,rq,0.6,p,c,10.38,14.92,10.23,11.21,11.83,9.04,4.71,4.03,3.12,2.11,2.09,1.27,co,0,n,n,n,h,f,n,2,2,p2,NA
...70,42486,69,31,31,B1,1,2,rq,0.5,p,c,9.18,15.66,10.17,11.83,11.26,8.44,2.03,2.94,2.9,2.12,0.88,1.98,co,0,n,n,n,h,f,n,1,0,n,NA
...71,42486,70,32,32,B1,1,2,rq,0.5,p,c,11.19,15.33,12.52,10.59,10.71,9.62,3.36,2.7,2.3,1.79,1.54,2.4,co,0,n,n,n,h,f,n,1,0,n,NA
...72,42486,71,33,33,B1,1,2,rq,0.5,p,lr,8.57,11.85,11.62,11.02,10.26,7.76,5.49,3.98,3.24,2.26,NA,1.73,co,0,n,n,n,h,f,n,1,0,n,NA
...73,42486,72,34,34,B1,1,2,rq,0.5,p,t,8.76,17.51,13.65,14.85,16.94,15.24,1.43,1.87,1.83,2.01,1.47,1.87,si,0,n,n,n,h,s,n,1,1,p1,NA
...74,42486,73,35,35,B1,1,2,rq,0.4,p,c,12.75,14.16,8,8.21,7.68,6.83,3.11,3.59,2.81,1.84,1.5,2.25,co,0,n,n,n,h,f,n,2,2,p2,NA
...75,42486,74,36,36,B1,1,2,bq,4.5,p,tr,30.34,33.85,16.8,17.76,14.36,12.61,6.6,7.38,4.95,4.07,NA,2.46,co,0,n,n,n,h,s,n,1,0,n,NA
...76,42486,75,37,37,B1,1,2,bq,11.8,p,c,31.82,41.07,37.04,33.99,29.77,21.03,7.6,9.79,8.31,6,4.98,4.25,co,30,cr,s,n,h,f,n,3,2,m2,NA
...77,42486,76,38,38,B1,1,2,bq,21.8,p,c,38.8,47.15,24.24,11.41,12.67,11.24,24.35,35.17,35.85,38.71,3.4899999999999998,5.68,co,20,di,s,n,h,f,n,2,1,p1,NA
...78,42486,77,39,39,B1,1,2,bq,5.8,p,c,24.59,33.58,18.72,18.26,27.25,26.53,6.76,6.98,7.16,6.13,3.72,3.7,co,0,n,n,n,h,f,n,3,2,p2,NA
...79,42486,78,40,40,B1,1,2,bq,3.6,p,c,25.06,26.7,16.58,23.16,25.66,17.17,4.31,3.57,3,2.33,3.4299999999999997,2.3299999999999996,co,50,cr,s,n,h,f,n,1,1,p1,NA
...80,42486,79,41,41,B1,1,2,bq,1.7,p,lr,18.56,27.21,13.91,21.3,21.21,17.28,1.79,3.06,3.14,1.52,NA,2.71,co,30,cl,s,n,h,f,n,1,1,p1,NA
...81,42486,80,42,42,B1,1,2,bq,1.6,p,c,8.97,24.23,20.67,20.57,19.91,15.99,4.72,4.01,2.5,1.46,2.63,2.4099999999999997,co,0,n,n,n,h,f,n,2,0,n,NA
...82,42486,81,43,43,B1,1,2,bq,1.4,p,c,14.84,21.86,16.17,18.19,17.41,11.95,4.84,5.25,4.66,2.71,1.6300000000000001,1.22,co,0,n,n,n,h,f,n,2,1,m1,NA
...83,42486,82,44,44,B1,1,2,bq,0.2,p,c,10.11,11.73,7.23,8.92,10.54,8.93,1.75,1.86,1.99,1,1.83,1.04,co,0,n,n,n,h,f,n,1,0,n,NA
...84,42486,83,45,45,B1,1,2,bq,0.8,p,t,9.94,17.86,12.92,12.02,13.6,11.43,4.14,4.34,3.69,2.51,1.6600000000000001,3.15,co,0,n,n,n,h,s,n,1,0,n,NA
...85,42486,84,46,1,B1,1,3,rq,42.3,p,c,39.83,57.91,39.52,46.28,54.32,52.31,13.97,15.87,16.35,9.78,8.360000000000001,5.73,co,70,cl,s,n,h,f,n,2,1,p1,NA
...86,42486,85,47,2,B1,1,3,rq,13,p,c,29.78,44.88,20.71,37.37,33.08,28.11,6.15,7.73,10.16,7.54,1.91,4.619999999999999,co,20,di,s,n,h,f,n,3,1,p1,NA
...87,42486,86,48,3,B1,1,3,rq,7.6,p,ll,25.55,40.32,18.73,16.96,16.47,21.99,12.25,11.42,8.71,6.56,4.01,NA,co,20,di,s,n,h,f,n,1,0,n,NA
...88,42486,87,49,4,B1,1,3,rq,12,p,t,22.49,44.24,42.39,41.02,30.01,16.69,10.6,9.57,9.5,8.52,3.16,6.45,co,0,n,n,n,h,s,n,2,1,p1,NA
...89,42486,88,50,5,B1,1,3,rq,10,p,c,36.19,41.7,29.18,29.86,26.62,16.5,9.3,8.38,6.96,5.63,4.45,4.87,co,0,n,n,n,h,f,n,2,1,p1,NA
...90,42486,89,51,6,B1,1,3,rq,13.2,p,ll,32.57,37.26,25.23,27.28,23.92,14.51,13.98,12.77,10.1,5.48,4.81,NA,co,70,cr,s,n,h,f,n,1,0,n,NA
...91,42486,90,52,7,B1,1,3,rq,17.2,p,ll,28.61,47.07,23.33,30.59,28.07,17.15,14.86,9.87,11.85,5.45,7.5,NA,co,0,n,n,n,h,f,n,2,1,p1,NA
...92,42486,91,53,8,B1,1,3,rq,12.5,p,t,24.81,46.7,37.13,37.81,36.81,35.34,11.33,9.68,6.65,7.52,3.3699999999999997,4.74,co,0,n,n,n,b,s,n,5,0,n,NA
...93,42486,92,54,9,B1,1,3,rq,7,p,c,26.79,34.62,23.34,27.87,31.82,27.82,5.39,6.99,5.72,2.99,4.02,3.3499999999999996,co,100,al,s,n,h,f,n,0,0,n,NA
...94,42486,93,55,10,B1,1,3,rq,4.8,p,lr,24.66,29.21,29.65,27.76,22.98,12.99,6.05,5.49,5.29,3.27,NA,1.8900000000000001,co,0,n,n,n,h,f,n,3,2,p2,NA
...95,42486,94,56,11,B1,1,3,rq,11.1,p,lr,29.1,37.44,30.77,24.11,24.06,22.44,13.14,11.02,9,5.82,NA,3.11,co,0,n,n,n,h,f,n,2,1,p1,NA
...96,42486,95,57,12,B1,1,3,rq,4.6,p,c,21.19,47.02,34.25,32.53,23.34,24.61,3.95,4.2,4.42,3.68,2.82,2.22,co,0,n,n,n,h,f,n,4,0,n,NA
...97,42486,96,58,13,B1,1,3,rq,8.9,p,c,36.59,42.23,29.25,24.68,20.91,13.4,6.19,7.38,6.18,5.84,4.24,4.24,co,0,n,n,n,h,f,n,2,1,p1,NA
...98,42486,97,59,14,B1,1,3,rq,10.7,p,ll,37.72,40.05,22.2,28.27,28.46,20.93,9.93,8.89,5.83,3.02,6.2700000000000005,NA,co,40,cr,s,n,h,f,n,1,0,n,NA
...99,42486,98,60,15,B1,1,3,rq,6.3,p,c,28.2,35.61,18.97,27.08,33.43,31.53,3.8,3.84,5.44,3.48,1.9,2.7,co,0,n,n,n,h,f,n,4,1,p1,NA
...100,42486,99,61,16,B1,1,3,rq,5.7,p,c,28.46,30.89,14.83,17.24,22.15,17.02,4.5,6.82,7.92,3.64,4.85,3.82,co,0,n,n,n,h,f,n,6,2,2p,NA
...101,42486,100,62,17,B1,1,3,rq,8.5,p,ll,26.32,35.29,13.36,15.82,20.25,24.49,9.2,10.52,13.55,7.51,4.28,NA,si,40,di,s,n,h,f,n,1,0,n,NA
...102,42486,101,63,18,B1,1,3,rq,2.9,p,lr,28.79,30.38,14.31,16.57,17.78,13.66,4.2,3.62,4.18,2.62,NA,1.95,co,0,n,n,n,h,f,n,2,0,n,NA
...103,42486,102,64,19,B1,1,3,rq,3.6,p,ll,27.98,29.88,15.4,15.34,15.31,13.19,7.11,5.41,4.98,3.3,3.23,NA,co,20,di,s,n,h,f,n,2,0,n,NA
...104,42486,103,65,20,B1,1,3,rq,4,p,c,12.56,33.43,19.64,25.8,29.31,33.35,4.03,4.76,5.03,4.98,4.05,4.930000000000001,co,0,n,n,n,h,f,n,4,0,n,NA
...105,42486,104,66,21,B1,1,3,rq,0.7,p,c,12.4,22.53,9.24,15.2,20.5,16.4,1.35,1.6,1.8,1.52,0.9500000000000001,0.88,co,0,n,n,n,h,f,n,1,1,p1,NA
...106,42486,105,67,22,B1,1,3,rq,2.4,p,c,16.81,24.65,22.95,23.65,24.18,17.17,5.5,5.98,5.29,3.97,1.95,1.8900000000000001,co,0,n,n,n,h,f,n,1,0,n,NA
...107,42486,106,68,23,B1,1,3,rq,1.9,p,c,15.93,23.92,19.99,19.38,13.05,8.99,6.02,6.03,4.33,2.91,2.84,2.07,co,0,n,n,n,h,f,n,2,0,n,NA
...108,42486,107,69,24,B1,1,3,rq,3.8,p,c,18.8,28.12,17.46,21.18,25.48,25.74,7.9,7.46,5.99,3.95,2.67,2.3199999999999994,co,0,n,n,n,h,f,n,2,0,n,NA
...109,42486,108,70,25,B1,1,3,rq,4.6,p,t,16.57,34.3,27.94,28.51,29.06,27.6,4.01,6.95,6.05,4.68,2.66,2.19,co,0,n,n,n,h,f,n,2,0,n,NA
...110,42486,109,71,26,B1,1,3,rq,2.2,p,c,17.95,22.35,13.18,15.92,16.17,21.36,6.29,5.59,5.1,3.63,3.84,2.52,co,0,n,n,n,h,f,n,2,2,p2,NA
...111,42486,110,72,27,B1,1,3,rq,2.8,p,c,11.26,28.36,25.92,23.35,20.34,15.18,8.73,7.17,4.81,2.02,2.1,3.3,co,0,n,n,n,h,f,n,1,0,n,NA
...112,42486,111,73,28,B1,1,3,rq,2.5,p,c,27.34,28.09,12.8,17.32,16.1,9.89,1.4,3.29,4.67,2.13,2.65,4.359999999999999,co,0,n,n,n,h,f,n,2,1,p1,NA
...113,42486,112,74,29,B1,1,3,rq,3,p,c,23.82,26.46,10.63,18.66,23.07,17.6,2.35,3.45,4.19,2.59,1.75,4.25,co,0,n,n,n,h,f,n,1,0,n,NA
...114,42486,113,75,30,B1,1,3,rq,4.5,p,t,17.5,31.47,25.65,27.21,25.79,23.5,6.55,6.19,5.89,5.51,2.4499999999999997,2.03,co,0,n,n,n,h,s,n,3,0,n,NA
...115,42486,114,76,31,B1,1,3,rq,4.6,p,c,20.55,27.65,21.89,24.6,23.77,13.88,7.26,7.37,6.28,4.79,5.109999999999999,4.54,co,0,n,n,n,h,f,n,2,0,m1,NA
...116,42486,115,77,32,B1,1,3,rq,4.7,p,c,27.91,31.05,12.52,16.91,19.6,17.71,5.1,5.7,6.75,6.4,2.11,3.2,si,20,di,s,n,h,f,n,4,1,m1,NA
...117,42486,116,78,33,B1,1,3,rq,1.8,p,c,20.4,22.56,10.51,12.94,13.72,14.2,5.84,2.67,2.68,2.99,1.71,4.14,co,30,cl,s,n,h,f,n,1,0,n,NA
...118,42486,117,79,34,B1,1,3,rq,2.4,p,t,13.52,23.66,20.49,21.01,19.56,17.58,4.7,5,4.49,3.01,3.05,2.42,co,0,n,n,n,h,f,n,2,0,n,NA
...119,42486,118,80,35,B1,1,3,rq,1.3,p,c,14.14,21.8,10.04,17.44,18.88,14.55,2.07,3.91,3.44,1.69,1.11,1.53,co,0,n,n,n,h,f,n,2,0,po1,NA
...120,42486,119,81,36,B1,1,3,rq,1.7,p,c,15.12,20.31,8.66,13.15,19.45,17.47,3.11,3.95,4.46,4.19,2.11,2.3299999999999996,co,0,n,n,n,h,f,n,4,1,p1,NA
...121,42486,120,82,37,B1,1,3,rq,1.9,p,t,20.45,22.94,11.21,11.92,13.6,13.25,6.32,5.98,4.95,3.64,3.09,2.65,co,0,n,n,n,h,f,n,3,0,n,NA
...122,42486,121,83,38,B1,1,3,rq,1.2,p,lr,18.22,24.34,11.43,12.75,13.77,14.12,4.4,3.25,2.24,1.36,1.74,3.3099999999999996,co,10,cl,s,n,h,f,n,1,0,n,NA
...123,42486,122,84,39,B1,1,3,rq,1.9,p,lr,21.91,24.15,11.47,15.69,19.62,16.78,5.91,4.71,2.43,2.27,NA,2.53,co,10,cl,s,n,h,f,n,1,0,n,NA
...124,42486,123,85,40,B1,1,3,rq,1.3,p,lr,27.18,27.06,10.15,13.65,10.64,7.92,4.76,4.13,4,2.47,NA,1.41,co,100,al,s,n,h,f,n,0,0,n,NA
...125,42486,124,86,41,B1,1,3,rq,1.1,p,c,15.33,25.86,11.82,17.53,17.07,14.92,2.09,2.62,1.99,1.48,2.51,0.99,co,0,n,n,n,h,f,n,0,1,p1,NA
...126,42486,125,87,42,B1,1,3,rq,1.1,p,c,18.98,19.26,7.44,10.53,11.5,10.08,5.07,4.37,4.48,4.08,4.04,2.06,co,20,cl,s,n,h,f,n,2,1,p1,NA
...127,42486,126,88,43,B1,1,3,rq,1.2,p,c,14.82,18.19,12.74,14.4,13.74,10.41,4.01,4.82,4.32,2.4,2.44,2.26,co,0,n,n,n,h,f,n,2,1,p1,NA
...128,42486,127,89,44,B1,1,3,rq,0.8,p,c,10.08,20.34,14.73,13.6,11.15,7.69,2.78,3.27,2.74,1.92,1.81,1.6700000000000002,co,0,n,n,n,h,f,n,2,1,p1,NA
...129,42486,128,90,45,B1,1,3,rq,0.8,p,tl,11.94,17.07,11.38,11.2,9.29,8.2,4.34,4.66,4.85,3.94,2.3499999999999996,NA,co,0,n,n,n,h,s,n,1,0,n,NA
...130,42486,129,91,46,B1,1,3,rq,1.4,p,t,7.93,18.04,15.67,14.97,15.01,15,6.27,7.27,7.64,7.24,4.25,3.72,co,0,n,n,n,h,s,n,3,0,n,NA
...131,42486,130,92,47,B1,1,3,rq,9.9,p,ll,41.77,43.12,16.72,20.56,20.27,15.57,9.73,10.05,9.09,5.56,5.78,NA,co,20,cr,s,n,h,f,n,4,0,n,NA
...132,42486,131,93,48,B1,1,3,rq,6.8,p,c,31.31,34.7,12.23,16.91,18.92,22,7.61,6.71,5.06,4.02,3.9099999999999997,6.67,co,20,cl,s,n,h,f,n,1,0,m1,NA
